epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,62.0465,1.95092,1.19597,0.77003,0.47665,0.48087,0.41062,0.17867,1.90156,1.14582,0.79709,0.000614,0.000614,0.000614
37,63.6308,1.90885,1.1791,0.7721,0.47288,0.48146,0.40722,0.18967,1.76157,1.12091,0.79552,0.0005744,0.0005744,0.0005744
38,65.2547,1.89787,1.19864,0.77135,0.46293,0.45214,0.37638,0.15163,1.99086,1.16256,0.7977,0.0005348,0.0005348,0.0005348
39,66.8331,1.89249,1.21426,0.76562,0.48603,0.46205,0.39984,0.18241,1.76625,1.13083,0.79562,0.0004952,0.0004952,0.0004952
40,68.4145,1.82277,1.14332,0.78707,0.47893,0.46703,0.40002,0.16843,1.93527,1.14401,0.79586,0.0004556,0.0004556,0.0004556
41,72.6577,1.8918,1.35649,0.78696,0.48728,0.45879,0.40623,0.19243,1.69875,1.11744,0.79488,0.000416,0.000416,0.000416
42,74.1103,1.8107,1.22305,0.78923,0.49883,0.44965,0.41367,0.1924,1.78686,1.16317,0.79456,0.0003764,0.0003764,0.0003764
43,75.5054,1.80802,1.30929,0.77757,0.49126,0.44265,0.40334,0.19914,1.60555,1.14656,0.79258,0.0003368,0.0003368,0.0003368
44,76.9273,1.64473,1.15987,0.7826,0.46298,0.42891,0.36423,0.14946,1.99416,1.16813,0.79606,0.0002972,0.0002972,0.0002972
45,78.2862,1.70722,1.14514,0.78954,0.47719,0.48521,0.40432,0.19362,1.66336,1.11168,0.79281,0.0002576,0.0002576,0.0002576
46,79.6653,1.66943,1.12626,0.79623,0.47947,0.48523,0.40043,0.19196,1.63304,1.10637,0.79255,0.000218,0.000218,0.000218
47,81.0928,1.6387,1.12659,0.78903,0.47932,0.48558,0.39937,0.19296,1.61726,1.10343,0.79255,0.0001784,0.0001784,0.0001784
48,82.4584,1.64293,1.13076,0.79227,0.48328,0.49897,0.4073,0.20517,1.54323,1.08677,0.79172,0.0001388,0.0001388,0.0001388
49,83.8549,1.61785,1.11357,0.78689,0.47203,0.48644,0.39149,0.19039,1.59906,1.0973,0.7924,9.92e-05,9.92e-05,9.92e-05
50,85.3018,1.60018,1.12998,0.78811,0.47138,0.48558,0.39441,0.19654,1.56307,1.09066,0.79211,5.96e-05,5.96e-05,5.96e-05
